Timestamp,How old are you?,What best describes your job?,What is your primary (used most) programming language?,What other languages are you proficient in?,Which is your favorite language ?,Do you intend to learn any of the following languages within the next 12 months?,What is your primary (most used) Operating System?,What other Operating Systems do you use?,What Operating Systems do you use the terminal on? ,How many years experience do you have with the terminal?,What do you use the terminal for?,What percentage of a typical workday do you spend actively working in the terminal?,What percentage of a typical workday do you have a terminal *open*?,What percentage of a typical workday do you spend actively working in a web browser?,What percentage of a typical workday do you spend with a web browser open?,Do you use the terminal outside of paid work?,How do you feel about color in the terminal in general?,Have you customized your terminal's color theme?,How would you describe your color theme?,Is your terminal background transparent (desktop shows through) in any way?,Have you customized your terminal prompt?,Which terminal emulator(s) do you use?,How comfortable are you using a CLI (Command Line Interface)?,How comfortable are you using a TUI (Text User Interface)? i.e. a terminal based application that occupies the full extents of the window with functionality beyond the prompt.,Have you ever installed software in the terminal?,Have you ever written a CLI app?,Do you anticipate needing to write a CLI app in the next 12 months?,Have you ever written a TUI app?,Do you anticipate writing a TUI in the next 12 months?,How do you feel about TUI apps?,Have you used a TUI version of any of the following?,"If a fully featured TUI version of these existed, would you consider using it over a desktop or web application?",Have you experienced any problems using the terminal?,
29/03/2022 13:20,46,Data scientist,Python,"C, Javascript, Matlab, Rust, R, Haskell, Forth, Scheme",Python,,MacOS,"Linux, Windows","Linux, MacOS",36,"Editing code, Software development, Administering remote servers (ssh), Data processing, Everything ",60,100,5,100,Yes,5,Yes,"Dark background, light text",Yes,Yes,"Kitty, Konsole, Terminal.app",5,5,Yes,Yes,Yes,Yes,No,5,"Activity monitor / task manager, Bitorrent client, Calendar, Calculator (basic /scientific), Chat / Messaging, Code editor, Distraction free writing, Email client, File manager, Games, ToDo List, Note keeping, Spreadsheet, Version control (e.g. git)","Activity monitor / task manager, API development / testing, Bitorrent client, Calendar, Calculator (basic /scientific), Chat / Messaging, Code editor, Configuration editor, Database administration, Dashboards (data visualisation), Database query interface, Data entry / forms, Distraction free writing, Email client, File manager, File viewer (syntax highlighted code), Jupyter editor, Jupyter viewer, Games, ToDo List, Note keeping, Project management / Kanban, Spreadsheet, Version control (e.g. git)",It’s very frustrating to remote into a system and strike out with an  ‘unknown terminal type’.,
29/03/2022 13:20,42,Library developer,Rust,"C, C++, C#, Java, Javascript, Kotlin, Python, Scala, Swift, Typescript",Rust,Julia,MacOS,"Linux, Windows","Linux, MacOS, Windows",30,"Editing code, Software development, Administering remote servers (ssh), Data processing",30,100,20,100,Yes,3,Yes,"Dark background, light text",No,Yes,"Alacritty, GNOME Terminal, Terminal.app, Windows Terminal",4,5,Yes,Yes,Yes,Yes,Yes,5,"Activity monitor / task manager, API development / testing, Chat / Messaging, Code editor, Configuration editor, Database administration, Dashboards (data visualisation), Database query interface, Data entry / forms, Email client, File manager, File viewer (syntax highlighted code), Games, Spreadsheet, Version control (e.g. git)","Activity monitor / task manager, API development / testing, Chat / Messaging, Code editor, Configuration editor, Database administration, Dashboards (data visualisation), Database query interface, Data entry / forms, Email client, File manager, File viewer (syntax highlighted code), Jupyter editor, Jupyter viewer, ToDo List, Note keeping, Project management / Kanban, Spreadsheet, Version control (e.g. git)",,
29/03/2022 13:20,36,Data scientist,R,"Java, Perl, Python",R,,MacOS,Linux,"Linux, MacOS",10,"Editing code, Administering remote servers (ssh), Data processing",5,80,5,100,Yes,4,Yes,"Dark background, light text",No,Yes,iTerm2,5,4,Yes,No,No,No,No,5,"Activity monitor / task manager, Code editor, Database administration, Dashboards (data visualisation), Version control (e.g. git)","Activity monitor / task manager, Calendar, Calculator (basic /scientific), Code editor, Configuration editor, Database administration, Dashboards (data visualisation), Database query interface, Distraction free writing, Email client, File manager, File viewer (syntax highlighted code), Jupyter editor, Jupyter viewer, ToDo List, Note keeping, Version control (e.g. git)",NA,
29/03/2022 13:23,25,DevOps,Python,Bash,Python,Go,Linux,Windows,"Linux, Windows",5,"Administering remote servers (ssh), Data processing,  Mostly for common CLI tools such as git, kubectl, etc. I also prefer to run tests and code in general directly using the cli, instead of any IDE features.",30,100,10,100,Yes,5,No,"Dark background, light text",Yes,Yes,Whatever the default is,5,4,Yes,Yes,Yes,No,No,4,Activity monitor / task manager,,It's confusing at first.,
29/03/2022 13:23,56,Data scientist,Sql,"Python, R",R,"Julia, Rust",Linux,"Linux, Windows","Linux, Windows",30,"Editing code, Software development, Administering remote servers (ssh), Data processing",2,100,100,100,Yes,3,No,"Dark background, light text",No,No,"xfce-terminal, Powershell ",4,3,Yes,No,Yes,No,No,3,"Activity monitor / task manager, Calculator (basic /scientific), Configuration editor, Version control (e.g. git)","Activity monitor / task manager, Calculator (basic /scientific)",Yes,
29/03/2022 13:23,35,Desktop application developer,OCaml,"Javascript, Rust, Scala",OCaml,,Linux,,Linux,15,"Editing code, Software development, Administering remote servers (ssh), file management, network management",75,100,25,100,Yes,2,Yes,"Light backround, dark text",No,Yes,st,5,4,Yes,Yes,Yes,No,No,4,"Activity monitor / task manager, Bitorrent client, Code editor, Note keeping",Calendar,,
29/03/2022 13:23,60,Web developer (back-end),Ruby,"C, C++, Python, Ruby, Elixir, Crystal, dabble in other languages like Go",Ruby,,MacOS,Linux,"Linux, MacOS",40,"Software development, Administering remote servers (ssh)",10,100,30,100,Yes,2,No,"both, depending on mood --- but unchanged for months at a time",No,Yes,"Linux console, iTerm2",5,5,Yes,Yes,Yes,Yes,No,3,"Calendar, Chat / Messaging, Data entry / forms, Email client, File viewer (syntax highlighted code), Games, Spreadsheet",,"When using Emacs in a terminal, often OS key binding get in the way of Emacs key bindings. For example, I bind the Emacs ""meta"" key (by default escape) to the command key on Mac because I normally use a GUI Emacs, but when I run Emacs in the terminal I forget that I can't use that key binding and often trigger Mac menu commands accidentally.",
29/03/2022 13:23,58,Dredging consultant,Python,"Javascript, VBA",Python,,Windows,Linux,"Linux, Windows",30,Software development,15,85,85,100,Yes,4,No,"Dark background, light text",No,No,"Linux console, Windows Console, Windows Terminal",4,4,Yes,No,No,No,No,3,"Calculator (basic /scientific), Code editor, File viewer (syntax highlighted code), Games, Version control (e.g. git)",,,
29/03/2022 13:24,45,System administrator,Python,"C, C++, Go, Perl, Bash",Perl,,Linux,MacOS,"Linux, MacOS",22,"Editing code, Software development, Administering remote servers (ssh), Data processing",70,100,30,100,Yes,5,No,"Dark background, light text",No,Yes,"GNOME Terminal, Terminal.app",5,5,Yes,Yes,Yes,No,No,5,"Activity monitor / task manager, Bitorrent client, Calculator (basic /scientific), Chat / Messaging, Code editor, Configuration editor, Database administration, Dashboards (data visualisation), Database query interface, Data entry / forms, Distraction free writing, Email client, File manager, File viewer (syntax highlighted code), Games, ToDo List, Spreadsheet, Version control (e.g. git)","Activity monitor / task manager, API development / testing, Bitorrent client, Calculator (basic /scientific), Chat / Messaging, Code editor, Configuration editor, Database administration, Database query interface, Data entry / forms, Distraction free writing, Email client, File manager, File viewer (syntax highlighted code), Games, ToDo List, Note keeping, Project management / Kanban, Spreadsheet, Version control (e.g. git)","Info and emacs’s insistence on CTRL-S for search;
Tmux cut and paste inserting and removing newlines;
Catting binary files requiring full reset;
Backspace vs delete — stty erase",
29/03/2022 13:24,35,Data scientist,Python,"C, C++, Javascript, Matlab",Python,,Linux,"MacOS, Windows","Linux, MacOS, Windows",15,"Editing code, Software development, Administering remote servers (ssh), Data processing",40,90,20,90,Yes,3,No,"Dark background, light text",Yes,No,"GNOME Terminal, Terminal.app",5,3,Yes,Yes,Yes,No,No,3,"Activity monitor / task manager, Bitorrent client, Code editor, Configuration editor, File viewer (syntax highlighted code), Games","Database query interface, File manager, Games, ToDo List, Note keeping",Couldn't quit vim first time,
29/03/2022 13:25,35,System integrator,Python,"C, Javascript, Python",Python,,Linux,Linux,Linux,29,"Software development, Administering remote servers (ssh)",50,100,30,100,Yes,4,No,"Dark background, light text",No,Yes,Tilix,5,4,Yes,Yes,Yes,Yes,Yes,4,"Activity monitor / task manager, API development / testing, Chat / Messaging, Code editor, Configuration editor, File manager, File viewer (syntax highlighted code), Games, ToDo List, Note keeping, Version control (e.g. git)","Activity monitor / task manager, API development / testing, Calendar, Configuration editor, Database administration, Database query interface, Email client, File manager, File viewer (syntax highlighted code), Games, ToDo List, Note keeping, Project management / Kanban, Spreadsheet, Version control (e.g. git)","TUI apps (and “fancy” CLI ones) often have issues around copying text for pasting elsewhere (wrapping/not wrapping, decorations being copied, losing information, blocking mouse selection entirely)",
29/03/2022 13:26,27,Data scientist,Python,"Javascript, R",Python,"C++, Rust, Typescript",MacOS,Linux,"Linux, MacOS",5,"Software development, Administering remote servers (ssh), Data processing",10,90,30,100,Yes,5,Yes,"Dark background, light text",Yes,Yes,"iTerm2, Terminal.app, xterm",5,5,Yes,Yes,Yes,Yes,Yes,5,"Activity monitor / task manager, Calculator (basic /scientific), Code editor, Configuration editor, File viewer (syntax highlighted code), Games, Spreadsheet","Code editor, Configuration editor, Jupyter editor, Jupyter viewer, Version control (e.g. git)",Harder to remember how to do things with a CLI than a snappy TUI ,
29/03/2022 13:27,50,Multiple - SRE | DevOps | SysAd | SysAnalyst | WebDev (back/full),Python,"Javascript, Old, awful arcane things! ",Python,"Dart, Go","Windows, but with WSL2","Linux, Windows","Linux, Windows",35,"Editing code, Software development, Administering remote servers (ssh), Data processing",30,100,20,100,Yes,2,Yes,"Dark background, light text",Yes,Yes,"GNOME Terminal, Windows Terminal",5,4,Yes,Yes,No,No,No,4,"Activity monitor / task manager, File viewer (syntax highlighted code)","API development / testing, Chat / Messaging, Configuration editor, Database administration, Dashboards (data visualisation), Database query interface, Distraction free writing, File manager, Note keeping, Version control (e.g. git)","Yes. I'm colour blind, and finding a good colour scheme is a nightmare. All out of the box schemes are awful, many can't be changed, and even when they can it often involves changing the meaning of a colour, which then impacts other applications. To date, it has been totally impossible to get a terminal setup that is 100% readable for me for all use cases. ",
29/03/2022 13:27,35,System administrator,Python,,Python,Go,Linux,Windows,"Linux, Windows",10,"Editing code, Administering remote servers (ssh)",40,100,20,100,Yes,5,Yes,"Dark background, light text",No,Yes,Terminator,5,4,Yes,No,Yes,No,No,3,,,,
29/03/2022 13:27,47,DevOps,Python,Javascript,Python,,Windows,Linux,Linux,20,"Software development, Administering remote servers (ssh)",50,100,20,100,Yes,5,Yes,"Dark background, light text",Yes,Yes,Windows Terminal,5,4,Yes,Yes,Yes,No,No,4,Activity monitor / task manager,Database query interface,,
29/03/2022 13:27,41,Systems Analyst,C,"C++, Python, Rust",zig,,Linux,Windows,"Linux, Windows",30,"Editing code, Software development, Administering remote servers (ssh), Data processing",30,100,20,100,Yes,5,No,"Dark background, light text",No,No,GNOME Terminal,5,4,Yes,Yes,Yes,No,Yes,4,"Activity monitor / task manager, Code editor, Configuration editor, Distraction free writing, Email client, File viewer (syntax highlighted code), Games, Note keeping","Activity monitor / task manager, API development / testing, Bitorrent client, Calendar, Calculator (basic /scientific), Chat / Messaging, Code editor, Configuration editor, Database administration, Dashboards (data visualisation), Database query interface, Data entry / forms, Distraction free writing, File manager, File viewer (syntax highlighted code), Jupyter editor, Jupyter viewer, Games, ToDo List, Note keeping, Project management / Kanban, Spreadsheet, Version control (e.g. git)",,
29/03/2022 13:27,42,Web Development Quality Assurance Tester,PHP,Javascript,PHP,Python,Windows,"Linux, MacOS","Linux, MacOS",7,"Software development, Administering remote servers (ssh)",5,100,75,100,No,5,Yes,"Light backround, dark text",No,Yes,Terminal.app,4,5,Yes,Yes,Yes,No,No,4,"Activity monitor / task manager, Code editor, Configuration editor, Database query interface","Configuration editor, Version control (e.g. git)","Steep learning curve, but once I was sufficiently proficient, it became very comfortable",
29/03/2022 13:28,41,DevOps,Python,"C, C++, Go, Java, Javascript, Kotlin, Perl, Python, Ruby, PHP, Typescript",Go,,Linux,Linux,Linux,20,"Editing code, Software development, Administering remote servers (ssh), Data processing",20,100,20,100,Yes,5,Yes,"Dark background, light text",No,Yes,"Alacritty, GNOME Terminal",5,5,Yes,Yes,Yes,No,No,3,"Activity monitor / task manager, Bitorrent client, Calendar, Configuration editor, Email client, ToDo List",,,
29/03/2022 13:29,25,Desktop application developer,C,"C, C++, Kotlin, Matlab, Python",C,"C#, Dart, Go, Javascript",Linux,Windows,Linux,4,"Software development, Administering remote servers (ssh), Data processing",10,100,40,100,Yes,5,Yes,"Dark background, light text",No,Yes,"GNOME Terminal, Konsole, xfce-terminal, xterm",4,3,Yes,Yes,Yes,No,No,4,"Bitorrent client, Calendar, Code editor, Jupyter editor, Jupyter viewer, Version control (e.g. git)","Database administration, Dashboards (data visualisation), Database query interface, Project management / Kanban, Version control (e.g. git)",,
29/03/2022 13:29,52,Web developer (back-end),Python,"Javascript, PHP",Python,Typescript,MacOS,Linux,"Linux, MacOS",30,"Editing code, Software development, Administering remote servers (ssh)",20,100,40,100,Yes,2,Yes,"Dark background, light text",No,Yes,"Linux console, iTerm2",5,3,Yes,Yes,Yes,No,No,3,"Activity monitor / task manager, Bitorrent client, Email client","Activity monitor / task manager, Database query interface",No,
29/03/2022 13:30,49,Web developer (full-stack),Python,"C, Java, Javascript, Perl, Python, Rust",Rust,Typescript,Linux,FreeBSD,"Linux, MacOS, Windows, FreeBSD",40,"Software development, Administering remote servers (ssh), Data processing",15,99,20,98,Yes,4,No,"Light backround, dark text",No,Yes,"GNOME Terminal, Linux console, xterm, whatever I find",5,5,Yes,Yes,Yes,Yes,No,5,"Activity monitor / task manager, API development / testing, Bitorrent client, Calendar, Calculator (basic /scientific), Chat / Messaging, Code editor, Configuration editor, Database administration, Database query interface, Data entry / forms, Distraction free writing, Email client, File manager, File viewer (syntax highlighted code), Games, ToDo List, Note keeping","Activity monitor / task manager, Calculator (basic /scientific), Database administration, Database query interface, File viewer (syntax highlighted code)","Some color apps assume dark bg, leading to bad contrast.  Some cli / tui apps does not detect terminal width properly.",
29/03/2022 13:32,44,Web developer (back-end),Go,Python,Go,,MacOS,Linux,MacOS,22,"Editing code, Software development, Administering remote servers (ssh)",40,100,80,100,Yes,5,Yes,"Dark background, light text",Yes,Yes,Terminal.app,5,4,Yes,Yes,Yes,No,Yes,4,"Chat / Messaging, Configuration editor, ToDo List, Note keeping","Activity monitor / task manager, API development / testing, Calendar, Chat / Messaging, Configuration editor, Version control (e.g. git)",Of course.,
29/03/2022 13:34,38,Research Scientist,Python,,Python,Go,MacOS,Linux,"Linux, MacOS",15,"Software development, Administering remote servers (ssh), Data processing",20,100,20,90,Yes,5,Yes,"Dark background, light text",Yes,Yes,Terminal.app,4,2,Yes,Yes,Yes,No,No,4,"Activity monitor / task manager, Code editor, Configuration editor, Data entry / forms","Activity monitor / task manager, API development / testing, Bitorrent client, Chat / Messaging, Code editor, Configuration editor, Dashboards (data visualisation), Database query interface, Data entry / forms, Distraction free writing, Note keeping, Version control (e.g. git)","Yes. Sometimes weird characters are introduced into the input, not sure if this happens when I accidentally press some escape sequence. Other times as I activate/deactivate environments the base environment gets ""corrupted"" and I have to close on of the tmux windows.",
29/03/2022 13:35,32,Web developer (full-stack),Javascript,"Python, Rust, Typescript",Python,,Windows,Linux,"Linux, Windows",18,"Editing code, Software development, Administering remote servers (ssh), Data processing",10,100,50,100,Yes,3,No,"Dark background, light text",No,No,"Linux console, Windows Console, Windows Terminal, in intellij",5,4,Yes,Yes,No,No,Yes,3,"API development / testing, Code editor",,"sometimes the help inside the CLI app isn't the best, I'm looking at you postgres",
29/03/2022 13:35,30,Data scientist,Python,"C, Matlab",Python,"Go, Rust",MacOS,Windows,MacOS,1,"Software development, Administering remote servers (ssh)",10,100,60,100,Yes,5,Yes,"Dark background, light text",No,Yes,"iTerm2, Terminal.app",5,5,Yes,Yes,Yes,No,Yes,5,"Configuration editor, File manager, Version control (e.g. git)","Activity monitor / task manager, API development / testing, Calculator (basic /scientific), Configuration editor, Database administration, Dashboards (data visualisation), Database query interface, Data entry / forms, File manager, File viewer (syntax highlighted code), Version control (e.g. git)",,
29/03/2022 13:36,37,Data scientist,R,Python,R,,Linux,"MacOS, Windows","Linux, MacOS",12,"Editing code, Administering remote servers (ssh), Data processing",50,50,30,90,Yes,5,Yes,"Dark background, light text",No,Yes,"Alacritty, Konsole, iTerm2",5,5,Yes,No,No,No,No,5,"Activity monitor / task manager, API development / testing, Calendar, Calculator (basic /scientific), Chat / Messaging, Code editor, Configuration editor, Distraction free writing, Email client, File manager, File viewer (syntax highlighted code), ToDo List, Note keeping, Project management / Kanban, Spreadsheet, Version control (e.g. git)",,,
29/03/2022 13:38,62,Web developer (back-end),Java,C,Java,,Windows,Linux,"Linux, Windows",40,"Administering remote servers (ssh), Data processing",1,50,10,100,Yes,2,No,"Dark background, light text",No,No,"Linux console, Windows Console, Cygwin",5,3,Yes,Yes,No,No,No,4,"Activity monitor / task manager, Code editor, Database query interface, Email client, Version control (e.g. git)",Activity monitor / task manager,,
29/03/2022 13:40,40,Embedded software engineer ,C++,"C, Java",C++,,Windows,Linux,"Linux, Windows",20,"Editing code, Administering remote servers (ssh)",30,99,10,99,Yes,3,No,"Dark background, light text",No,No,"Linux console, Windows Terminal",5,5,Yes,Yes,No,Yes,No,4,"Activity monitor / task manager, API development / testing, Code editor, File manager, Version control (e.g. git)",,,
29/03/2022 13:41,38,Data engineer,Python,"Javascript, Ruby, R",Python,"Go, Rust",Linux,Windows,"Linux, Windows",17,"Editing code, Software development, Administering remote servers (ssh), Data processing",10,95,25,100,Yes,4,Yes,"Dark background, light text",No,Yes,"GNOME Terminal, Kitty, Windows Terminal",5,5,Yes,Yes,Yes,No,No,4,"Activity monitor / task manager, Chat / Messaging, ToDo List","Calendar, Dashboards (data visualisation), Version control (e.g. git)",Lots. ,
29/03/2022 13:42,37,Design Verification and Hardware Designer,System Verilog,"C, C++, Perl, Python, bash, VHDL",Python,Swift,MacOS,"Linux, Windows","Linux, MacOS",22,"Software development, Administering remote servers (ssh), running simulation and regression",50,100,50,100,Yes,5,Yes,"Dark background, light text",No,Yes,"GNOME Terminal, Kitty, Konsole, iTerm2, Terminal.app, Warp",4,3,Yes,Yes,Yes,No,Yes,5,"Activity monitor / task manager, Code editor, Configuration editor, File manager, File viewer (syntax highlighted code), Version control (e.g. git)","Activity monitor / task manager, Chat / Messaging, Configuration editor, File manager, File viewer (syntax highlighted code), Version control (e.g. git)",Sometime the discoverability of some feature or how to obtain a result is difficult,
29/03/2022 13:43,55,Data engineer,Python,"C, Java, Python",Python,,Linux,ChromeOS,Linux,45,"Editing code, Software development, Administering remote servers (ssh), Data processing",40,100,60,100,Yes,4,Yes,"Light backround, dark text",No,Yes,"Konsole, Linux console",5,5,Yes,Yes,Yes,No,No,3,"Activity monitor / task manager, Calculator (basic /scientific), Chat / Messaging, Code editor, Email client, Games",,,
29/03/2022 13:44,26,System administrator,Python,"C, C++, Rust",Python,Perl,Linux,"MacOS, Windows","Linux, MacOS, Windows",3,"Editing code, Software development, Administering remote servers (ssh)",50,90,30,70,Yes,5,Yes,"Dark background, light text",No,Yes,"GNOME Terminal, iTerm2, Windows Terminal, xfce-terminal",5,5,Yes,Yes,Yes,No,Yes,5,"Activity monitor / task manager, Chat / Messaging, Code editor, Configuration editor, File manager, File viewer (syntax highlighted code), Note keeping","Email client, Jupyter editor, Jupyter viewer, Games, Project management / Kanban, Spreadsheet",Consistency between platforms can be annoying. Having a workflow for Linux that is slightly different on Mac and very different on Windows can be painful. TUI app discover ability (knowing what buttons do what) is more difficulty then a GUI where you can hover over a button or get guided access via pop ups. ,
29/03/2022 13:44,48,System administrator,Python,"Java, Javascript, Perl, Python, PHP",Python,,Linux,Windows,Linux,23,"Editing code, Software development, Administering remote servers (ssh), Data processing",95,100,5,100,Yes,3,Yes,"Dark background, light text",Yes,Yes,xfce-terminal,5,5,Yes,Yes,Yes,No,No,4,"Activity monitor / task manager, Bitorrent client, Calendar, Chat / Messaging, Configuration editor, Database administration, Database query interface, Email client, File manager","Activity monitor / task manager, Bitorrent client, Chat / Messaging, Configuration editor, Database administration, Database query interface, Data entry / forms, Email client, File manager, File viewer (syntax highlighted code), ToDo List, Note keeping",,
29/03/2022 13:46,47,Data engineer,Java,"C, C++, Perl",Java,"Go, Rust",Linux,"Linux, MacOS, Windows",MacOS,28,"Editing code, Software development, Administering remote servers (ssh), Data processing",70,100,30,100,Yes,3,Yes,"Light backround, dark text",No,Yes,"GNOME Terminal, putty",3,4,Yes,Yes,Yes,Yes,No,3,"Configuration editor, Data entry / forms, Email client, File manager, Version control (e.g. git)","Database administration, Jupyter editor, Jupyter viewer, Spreadsheet",delay while typing,
29/03/2022 13:47,61,System administrator,Python,Java,Rust,,Linux,Windows,"Linux, Windows",35,"Editing code, Software development, Administering remote servers (ssh), Data processing, organising my life",50,100,20,100,Yes,5,Yes,"Dark background, light text",No,Yes,"GNOME Terminal, Linux console, Windows Terminal",5,5,Yes,Yes,Yes,Yes,No,5,"Activity monitor / task manager, API development / testing, Calendar, Calculator (basic /scientific), Chat / Messaging, Code editor, Configuration editor, Database administration, Database query interface, Data entry / forms, Distraction free writing, File manager, File viewer (syntax highlighted code), Jupyter editor, ToDo List, Note keeping, Project management / Kanban, Version control (e.g. git)","Activity monitor / task manager, API development / testing, Bitorrent client, Calendar, Calculator (basic /scientific), Chat / Messaging, Code editor, Configuration editor, Database administration, Dashboards (data visualisation), Database query interface, Data entry / forms, Distraction free writing, Email client, File manager, File viewer (syntax highlighted code), Jupyter editor, Jupyter viewer, ToDo List, Note keeping, Project management / Kanban, Spreadsheet, Version control (e.g. git)",Windows,
29/03/2022 13:47,23,Web developer (full-stack),Python,"Javascript, R",Python,Rust,MacOS,"Linux, Windows","Linux, MacOS, Windows",6,"Software development, Administering remote servers (ssh)",20,100,70,100,Yes,5,Yes,"Light backround, dark text",Yes,Yes,"Terminal.app, Windows Terminal",5,4,Yes,Yes,Yes,No,No,4,"Activity monitor / task manager, Code editor, File viewer (syntax highlighted code), Version control (e.g. git)","Chat / Messaging, Data entry / forms, Email client, Games",,
29/03/2022 13:48,51,Scientific software developer ,C,"C++, Perl",C,Python,Linux,"MacOS, Windows","Linux, MacOS",31,"Editing code, Software development, Administering remote servers (ssh), Data processing, Administrating local machines",30,100,5,100,Yes,3,No,"Dark background, light text",No,No,"GNOME Terminal, Konsole, xfce-terminal, xterm",5,4,Yes,Yes,Yes,Yes,No,3,"Activity monitor / task manager, Calendar, Calculator (basic /scientific), Chat / Messaging, Code editor, Configuration editor, Dashboards (data visualisation), Data entry / forms, Email client","Activity monitor / task manager, File viewer (syntax highlighted code), ToDo List, Note keeping",Not really ,
29/03/2022 13:49,24,System administrator,C++,"C, Java, Kotlin, Python",C++,"Go, Rust, R",Linux,,Linux,4,"Editing code, Software development, Administering remote servers (ssh), Data processing",70,100,20,100,Yes,5,Yes,"Dark background, light text",Yes,Yes,"GNOME Terminal, Guake, Kitty",4,3,Yes,Yes,Yes,Yes,No,5,"Activity monitor / task manager, Calendar, Calculator (basic /scientific), Code editor, Configuration editor, Email client, File manager","Activity monitor / task manager, API development / testing, Chat / Messaging, Code editor, Configuration editor, Database administration, Database query interface, Data entry / forms, Distraction free writing, Email client, File manager, File viewer (syntax highlighted code), ToDo List, Note keeping, Version control (e.g. git)",,
29/03/2022 13:49,49,Manager,Python,"C, Perl, Python",Python,"Rust, Clojure",MacOS,"Linux, Windows","Linux, MacOS, Windows",30,"Editing code, Software development, Data processing",20,80,40,100,Yes,5,Yes,"Dark background, light text",No,Yes,"Kitty, iTerm2, Windows Terminal",5,5,Yes,Yes,Yes,No,Yes,5,"Activity monitor / task manager, Code editor, Jupyter viewer, Note keeping, Spreadsheet, Version control (e.g. git)","Chat / Messaging, Database query interface, File manager, Note keeping, Project management / Kanban",Getting nerd fonts working correctly with CLI/TUI apps that depend on them can be difficult,
29/03/2022 13:50,30,Data scientist,Python,"Javascript, Python, R",Python,Julia,Linux,Windows,"Linux, Windows",16,"Editing code, Software development, Administering remote servers (ssh)",30,90,30,100,Yes,5,Yes,"Dark background, light text",Yes,Yes,"Kitty, Terminator, Windows Terminal",5,5,Yes,Yes,Yes,No,Yes,4,"Activity monitor / task manager, Code editor",Dashboards (data visualisation),,
29/03/2022 13:50,50,Scientist,Python,,Python,,Linux,MacOS,"Linux, MacOS",29,"Editing code, Software development, (This list seems very short!) Git, OS stuff, Sysadmin, File management ",10,100,25,100,Yes,4,No,"Dark background, light text",No,No,xterm,5,4,Yes,Yes,Yes,No,No,3,"Code editor, File viewer (syntax highlighted code)","Code editor, File viewer (syntax highlighted code), Jupyter editor, Jupyter viewer, ToDo List, Version control (e.g. git)",Only on Windows,
29/03/2022 13:51,30,Data scientist,Python,,Python,,MacOS,"Linux, Windows","Linux, MacOS",,"Editing code, Software development, Data processing",30,100,40,100,Yes,5,Yes,"Dark background, light text",No,Yes,iTerm2,4,3,Yes,Yes,Yes,No,No,3,"Activity monitor / task manager, File manager, File viewer (syntax highlighted code), Jupyter viewer, Spreadsheet","Activity monitor / task manager, API development / testing, Bitorrent client, Calendar, Calculator (basic /scientific), Chat / Messaging, Database query interface, Email client, File manager, File viewer (syntax highlighted code), Jupyter editor, Jupyter viewer, ToDo List, Note keeping, Project management / Kanban, Spreadsheet, Version control (e.g. git)",,
29/03/2022 13:53,24,Researcher,Python,"C, C++",Python,"Go, Julia, Rust",Linux,,Linux,4,"Editing code, Software development, Data processing",60,60,25,50,Yes,5,Yes,"Dark background, light text",No,Yes,Kitty,5,5,Yes,Yes,Yes,Yes,Yes,5,"Activity monitor / task manager, Bitorrent client, Code editor, Configuration editor, Dashboards (data visualisation), File manager, File viewer (syntax highlighted code), Spreadsheet, Version control (e.g. git)","Activity monitor / task manager, Bitorrent client, Calendar, Calculator (basic /scientific), Chat / Messaging, Code editor, Dashboards (data visualisation), File manager, Jupyter editor, Jupyter viewer, ToDo List, Note keeping, Spreadsheet, Version control (e.g. git)",Nope.,
29/03/2022 13:54,42,Web developer (back-end),Python,"Java, Javascript",Python,,MacOS,,MacOS,20,"Software development, Administering remote servers (ssh)",5,100,20,100,No,2,Yes,"Dark background, light text",Yes,Yes,Terminal.app,4,3,Yes,No,No,No,No,2,"Code editor, Distraction free writing, Email client, Version control (e.g. git)",,,
29/03/2022 13:56,32,"Backend developer (but it's not for web applications, but a bigger system involving data, ML, web API...)",Python,,Python,,Linux,Windows,Linux,10,"Administering remote servers (ssh), Editing system config files, deploying my application, ",10,100,50,100,Yes,4,Yes,"Dark background, light text",Yes,Yes,"GNOME Terminal, Guake",4,4,Yes,Yes,No,No,No,4,"Activity monitor / task manager, Code editor, Configuration editor, File manager","Database query interface, File manager, File viewer (syntax highlighted code), Jupyter editor, Jupyter viewer, Version control (e.g. git)","Sure. Using fancy fonts, problems with copying (because Ctrl+C kills a process, and because it's hard (impossible?) to use a mouse to copy the text that doesn't fit on one screen), full-screen apps sometimes don't exit properly and the terminal ends up unusable.",
29/03/2022 13:57,34,Tourism industry,Bash,"Java, Javascript, Perl, Python",Rust,"C++, Go, Rust",Linux,,Linux,15,"Editing code, Administering remote servers (ssh), Data processing",50,80,50,100,Yes,5,Yes,"Dark background, light text",No,Yes,"Konsole, Yakuake, Terminology",5,5,Yes,Yes,Yes,No,No,5,"Activity monitor / task manager, API development / testing, Code editor, Configuration editor, Database administration, Dashboards (data visualisation), Distraction free writing, File manager, File viewer (syntax highlighted code)","Activity monitor / task manager, API development / testing, Configuration editor, Database administration, Dashboards (data visualisation), Database query interface, Data entry / forms, File viewer (syntax highlighted code), Version control (e.g. git)",,
